position_id,grade,learning_material_id,material_type,lesson_item_id,lesson_label,position_label,print_page,page_kind,source_image_path,pdf_path,source_batch,evidence_type,status,hnmu_dialogue_count,notes
POS-TIN6-0023,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,Hoạt đông 1. Trang 12 SGK,12,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0024,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Hoạt động 1, Ttrang 12 SGK",12,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0025,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Luyện tập 1, Trang 15 SGK",15,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0026,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Luyện tập 2, Trang 15 SGK",15,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0027,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Mục 1, Trang 13 SGK",13,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0028,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Mục 1, Trang 14 SGK",14,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,2,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0029,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Mục 1, trang 12 SGK",12,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0030,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,Mục 1. Trang 14 SGK,14,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0031,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Mục 2, Trang 14 SGK",14,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0032,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,Mục 2. Trang 12 SGK,12,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0033,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,Mục 2. Trang 15 SGK,15,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0034,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Vận dụng 1, Trang 15 SGK",15,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0035,6,LM-SGK-TIN6-0001,SGK,TIN6-B03,Bài 3. Thông tin trong máy tinh,"Vận dụng 2, Trang 15 SGK",15,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0036,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Hoạt động 1, Trang 16 SGK",16,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0037,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Mục 1, Trang 17 SGK",17,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0038,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,Mục 1. Trang 17 SGK,17,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0039,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Mục 2, Trang 18 SGK",18,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,4,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0040,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Mục 2, Trang 19 SGK",19,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,2,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0041,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Mục 2.b, Trang 18 SGK",18,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0042,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Mục 2.c, Trang 18 SGK",18,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0043,6,LM-SGK-TIN6-0001,SGK,TIN6-B04,Bài 4. Mạng máy tính,"Vận dụng 2, Trang 19 SGK",19,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0044,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B04,Bài 4. Mạng máy tính,Vận dụng thực tế,,non_page_or_unclear_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0045,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B05,Bài 5: Internet,Dự án học tập,,non_page_or_unclear_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0046,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B05,Bài 5: Internet,Hoạt động vận dụng,,non_page_or_unclear_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0047,6,LM-SGV-TIN6-4918798731,SGV,TIN6-B05,Bài 5: Internet,"Kiến thức bổ sung, Trang 39 SGV",39,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgv_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0048,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Luyện tập 1, Trang 22 SGK",22,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0049,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Luyện tập 2, Trang 22 SGK",22,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0050,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Mục 1, Trang 20 SGK",20,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,3,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0051,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Mục 1, Trang 23 SGK",23,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0052,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Mục 2, Trang 21 SGK",21,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0053,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Mục 3, Trang 22 SGK",22,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0054,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B05,Bài 5: Internet,Tình huống ứng dụng,,non_page_or_unclear_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0055,6,LM-SGK-TIN6-0001,SGK,TIN6-B05,Bài 5: Internet,"Vận dụng 1, Trang 22 SGK",22,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0056,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B05,Bài 5: Internet,Vận dụng thực tế,,non_page_or_unclear_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0057,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B06,Bài 6: Mạng thông tin toàn cầu,Câu hỏi (Tr. 28),28,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0058,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B06,Bài 6: Mạng thông tin toàn cầu,Hoạt động 1 (Tr. 27),27,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0059,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B06,Bài 6: Mạng thông tin toàn cầu,Hình 3.1 (Tr. 27),27,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0060,6,LM-SGV-TIN6-4918798731,SGV,TIN6-B06,Bài 6: Mạng thông tin toàn cầu,Kiểm tra (SGV Tr. 47),47,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgv_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
POS-TIN6-0061,6,LM-SGK-TIN6-0001,SGK_or_unspecified,TIN6-B06,Bài 6: Mạng thông tin toàn cầu,Luyện tập 1 (Tr. 31),31,print_page_from_hnmu_position,,shared/learning_resources/compiled_documents/sgk_tin_hoc_6.pdf,HNMU Lớp 6.xlsx,source_evidence_hnmu_position,needs_hnmu_review,1,"Vị trí lấy từ cột Vị trí trong dữ liệu HNMU; chưa map chắc từ trang in sang image page, nên để trống source_image_path."
